alpha_n,rep,method,error_P,error_Theta,error_B,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec
0.1,6,Random Projection,12.684798898305143,0.234375,0.013784555473759438,0.04904379998333752,0.026831800118088722,0.10476319980807602,0.00014490005560219288,0.0021389999892562628,0.0004173999186605215,0.0023605001624673605,0.0011382999364286661,0.00011339993216097355,1.5800120308995247e-05,0.042706099804490805,0.04904379998333752,0.04903539991937578,8.400063961744308e-06,0.18063879990950227,,,,,,,,,
0.1,6,Random Sampling,14.952340773765805,0.140625,0.002739036317525187,0.08522280002944171,0.026831800118088722,0.1167313999030739,,,,,,,,,0.08522280002944171,0.0852144998498261,8.300179615616798e-06,0.22878600005060434,0.005364699987694621,0.01624300004914403,0.01200979994609952,0.0008451000321656466,0.0079799999948591,0.04277189983986318,,,
0.1,6,Non-random,16.801406808719296,0.049479166666666664,0.0012629533678756508,0.5112435999326408,0.026831800118088722,0.24772939993999898,,,,,,,,,0.5112435999326408,0.5112408997956663,2.700136974453926e-06,0.7858047999907285,,,,,,,0.46699399990029633,0.04248649999499321,0.0017603999003767967
0.1,7,Random Projection,12.640840992881417,0.25,0.014100103248934848,0.17683959985151887,0.03804180002771318,0.18028950016014278,0.0001691998913884163,0.007442899979650974,0.00045759999193251133,0.11566850007511675,0.0012006000615656376,0.0001534998882561922,2.369983121752739e-05,0.05170790012925863,0.17683959985151887,0.17682389984838665,1.5700003132224083e-05,0.39517090003937483,,,,,,,,,
0.1,7,Random Sampling,15.022782538610393,0.1484375,0.001697790627529075,0.09480249998159707,0.03804180002771318,0.11264009983278811,,,,,,,,,0.09480249998159707,0.09479170013219118,1.0799849405884743e-05,0.24548439984209836,0.008659200044348836,0.01790350000374019,0.012343199923634529,0.0013159001246094704,0.009368600090965629,0.045201299944892526,,,
0.1,7,Non-random,16.851036684068134,0.03645833333333333,0.0008881335489706876,0.2731275998521596,0.03804180002771318,0.1105661999899894,,,,,,,,,0.2731275998521596,0.2731250999495387,2.499902620911598e-06,0.4217355998698622,,,,,,,0.23114719986915588,0.04042130010202527,0.0015565999783575535
0.1,8,Random Projection,11.9039853307107,0.19531249999999997,0.011163203113098125,0.06814930005930364,0.03016530000604689,0.15907879988662899,0.00013360008597373962,0.0024562999606132507,0.0003825998865067959,0.021003799978643656,0.0012531999964267015,0.00022309995256364346,3.900006413459778e-05,0.042648700065910816,0.06814930005930364,0.0681402999907732,9.00006853044033e-06,0.2573933999519795,,,,,,,,,
0.1,8,Random Sampling,14.946084745794309,0.16666666666666669,0.005459584963300457,0.08513830020092428,0.03016530000604689,0.1080315001308918,,,,,,,,,0.08513830020092428,0.08513119979761541,7.100403308868408e-06,0.22333510033786297,0.0068536000326275826,0.018152300035580993,0.010920299915596843,0.0010327999480068684,0.007286099949851632,0.04088609991595149,,,
0.1,8,Non-random,16.875413723304817,0.05729166666666667,0.002248520710059182,0.2010830999352038,0.03016530000604689,0.11337539996020496,,,,,,,,,0.2010830999352038,0.20108069968409836,2.400251105427742e-06,0.34462379990145564,,,,,,,0.1605966999195516,0.03895689989440143,0.001527099870145321
0.1,9,Random Projection,11.846622340655337,0.21354166666666669,0.01465259998438831,0.06192719982936978,0.025144899962469935,0.10106400004588068,0.00014619994908571243,0.002509700134396553,0.0004244998563081026,0.014484000159427524,0.0009991999249905348,0.0001531001180410385,2.310005947947502e-05,0.04317849990911782,0.06192719982936978,0.06191830011084676,8.899718523025513e-06,0.1881360998377204,,,,,,,,,
0.1,9,Random Sampling,15.525162364585057,0.15885416666666669,0.0030705110708715982,0.08056439994834363,0.025144899962469935,0.09680230007506907,,,,,,,,,0.08056439994834363,0.08055790001526475,6.4999330788850784e-06,0.20251159998588264,0.005786099936813116,0.015166900120675564,0.010267599951475859,0.001042200019583106,0.007501699961721897,0.04079340002499521,,,
0.1,9,Non-random,16.916747838964266,0.028645833333333336,0.0012599785130485638,0.3511574000585824,0.025144899962469935,0.10436840006150305,,,,,,,,,0.3511574000585824,0.3511547001544386,2.6999041438102722e-06,0.4806707000825554,,,,,,,0.30421820003539324,0.0453725999686867,0.001563900150358677
0.1,10,Random Projection,12.44421426089619,0.21875,0.013583851975416047,0.04629839980043471,0.022827999899163842,0.10281189996749163,0.00012450013309717178,0.002051800023764372,0.0005051000043749809,0.0018221999052911997,0.0008842998649924994,0.00010950001887977123,1.610000617802143e-05,0.040777700021862984,0.04629839980043471,0.046291199978441,7.1998219937086105e-06,0.17193829966709018,,,,,,,,,
0.1,10,Random Sampling,14.874638238806156,0.1484375,0.0026440243545007153,0.08433090010657907,0.022827999899163842,0.10572719993069768,,,,,,,,,0.08433090010657907,0.08432219992391765,8.700182661414146e-06,0.2128860999364406,0.005684099858626723,0.016417999984696507,0.011221300112083554,0.0008899001404643059,0.008094799937680364,0.0420140998903662,,,
0.1,10,Non-random,16.912739768480197,0.04166666666666667,0.0019760467291553563,0.21231139986775815,0.022827999899163842,0.10877970000728965,,,,,,,,,0.21231139986775815,0.21230899984948337,2.400018274784088e-06,0.34391909977421165,,,,,,,0.1701524998061359,0.040581800043582916,0.0015746999997645617
0.1,11,Random Projection,12.053931154833602,0.2838541666666667,0.013151215005489214,0.04818359995260835,0.022120699984952807,0.1038397999946028,0.00014910008758306503,0.0030555000994354486,0.00038330000825226307,0.0003451998345553875,0.0008865999989211559,0.00010540010407567024,2.2799940779805183e-05,0.04322740016505122,0.04818359995260835,0.04817530023865402,8.29971395432949e-06,0.17414409993216395,,,,,,,,,
0.1,11,Random Sampling,15.056282295064685,0.19010416666666669,0.0061131373936491595,0.0930033999029547,0.022120699984952807,0.10358070000074804,,,,,,,,,0.0930033999029547,0.09299370017834008,9.699724614620209e-06,0.21870479988865554,0.007730100071057677,0.0177156999707222,0.01198350009508431,0.0012117000296711922,0.008926999988034368,0.04542570002377033,,,
0.1,11,Non-random,16.864029810287544,0.052083333333333336,0.0012612756979081124,0.2098308999557048,0.022120699984952807,0.12536210007965565,,,,,,,,,0.2098308999557048,0.20982879982329905,2.100132405757904e-06,0.35731370002031326,,,,,,,0.16757119982503355,0.04072329984046519,0.0015343001578003168
0.1,12,Random Projection,12.813096718848595,0.203125,0.014136864133408034,0.11073549999855459,0.0264661000110209,0.10299819987267256,0.00015059998258948326,0.0025484999641776085,0.00042079994454979897,0.06420560018159449,0.0011676999274641275,0.00011810008436441422,1.5999889001250267e-05,0.04209690005518496,0.11073549999855459,0.11072420002892613,1.1299969628453255e-05,0.24019979988224804,,,,,,,,,
0.1,12,Random Sampling,14.975165239503232,0.15885416666666666,0.003860139781015237,0.08271979982964694,0.0264661000110209,0.09521550009958446,,,,,,,,,0.08271979982964694,0.0827143001370132,5.4996926337480545e-06,0.2044013999402523,0.005385000025853515,0.01536170020699501,0.01155070005916059,0.0008793999440968037,0.007814799901098013,0.041722699999809265,,,
0.1,12,Non-random,16.981324238373425,0.041666666666666664,0.001277886654675292,0.3797196999657899,0.0264661000110209,0.10664719995111227,,,,,,,,,0.3797196999657899,0.3797182000707835,1.4998950064182281e-06,0.5128329999279231,,,,,,,0.34048270015046,0.03773789992555976,0.001497599994763732
0.1,13,Random Projection,11.665390461073837,0.16927083333333331,0.010542321059329382,0.04990510013885796,0.021537200082093477,0.10258920001797378,0.00016239983960986137,0.002596599981188774,0.00038720015436410904,0.0048501999117434025,0.0010296001564711332,0.0001727000344544649,1.719989813864231e-05,0.04067989997565746,0.04990510013885796,0.04989579995162785,9.300187230110168e-06,0.17403150023892522,,,,,,,,,
0.1,13,Random Sampling,15.0171911224859,0.15104166666666666,0.002729893669225325,0.08786959992721677,0.021537200082093477,0.10642779991030693,,,,,,,,,0.08786959992721677,0.08786180010065436,7.799826562404633e-06,0.21583459991961718,0.0065783001482486725,0.018026100005954504,0.010146899847313762,0.0010867000091820955,0.008146400097757578,0.04387739999219775,,,
0.1,13,Non-random,16.855210302481623,0.023437499999999997,0.0007982875334892198,0.2122347999829799,0.021537200082093477,0.10560670006088912,,,,,,,,,0.2122347999829799,0.2122321999631822,2.600019797682762e-06,0.3393787001259625,,,,,,,0.16914180014282465,0.04153199982829392,0.0015583999920636415
0.1,14,Random Projection,11.441940752082427,0.12239583333333334,0.008179038417866893,0.0471947998739779,0.02187870000489056,0.1295700001064688,0.00014859996736049652,0.002758600050583482,0.0004026000387966633,0.002836999949067831,0.0007964000105857849,8.890009485185146e-05,1.5700003132224083e-05,0.040140399942174554,0.0471947998739779,0.04718820005655289,6.5998174250125885e-06,0.19864349998533726,,,,,,,,,
0.1,14,Random Sampling,15.384470038495536,0.17447916666666669,0.0039011142322379067,0.08801300008781254,0.02187870000489056,0.10320599982514977,,,,,,,,,0.08801300008781254,0.08800559979863465,7.400289177894592e-06,0.21309769991785288,0.007466599810868502,0.018286899896338582,0.011897300137206912,0.0011952000204473734,0.007784599903970957,0.04137500002980232,,,
0.1,14,Non-random,16.811811225477047,0.036458333333333336,0.0012993637413084985,0.20691139996051788,0.02187870000489056,0.15586389997042716,,,,,,,,,0.20691139996051788,0.2069093999452889,2.00001522898674e-06,0.3846539999358356,,,,,,,0.16549849999137223,0.0399042998906225,0.0015066000632941723
0.1,15,Random Projection,13.52284809860468,0.2916666666666667,0.012670321333561108,0.049972299952059984,0.026741100009530783,0.107619300018996,0.00014990009367465973,0.0021714000031352043,0.0003837000112980604,0.0013311998918652534,0.0009439999703317881,0.00011279992759227753,1.9300030544400215e-05,0.04485230008140206,0.049972299952059984,0.04996460000984371,7.699942216277122e-06,0.18433269998058677,,,,,,,,,
0.1,15,Random Sampling,15.312086267085482,0.17708333333333331,0.004554665921434997,0.08331940020434558,0.026741100009530783,0.09993360005319118,,,,,,,,,0.08331940020434558,0.08331130002625287,8.100178092718124e-06,0.20999410026706755,0.005600000033155084,0.014777000062167645,0.009582099970430136,0.0009641998913139105,0.007636199938133359,0.04475180013105273,,,
0.1,15,Non-random,17.100995805137643,0.0625,0.002460083332788257,0.35813020006753504,0.026741100009530783,0.10638149990700185,,,,,,,,,0.35813020006753504,0.3581280002836138,2.1997839212417603e-06,0.4912527999840677,,,,,,,0.31801840011030436,0.038559900131076574,0.001549700042232871
0.1,16,Random Projection,11.788026967735565,0.22916666666666669,0.011024154784142357,0.04949620016850531,0.022633899934589863,0.16049539996311069,0.00013649999164044857,0.0025991001166403294,0.00038129999302327633,0.003100800095126033,0.0011455998755991459,0.00014939997345209122,2.4600187316536903e-05,0.0419508998747915,0.04949620016850531,0.049488200107589364,8.00006091594696e-06,0.23262550006620586,,,,,,,,,
0.1,16,Random Sampling,14.900402811999923,0.13541666666666666,0.003258938335161693,0.09417699999175966,0.022633899934589863,0.09996129991486669,,,,,,,,,0.09417699999175966,0.09416820015758276,8.799834176898003e-06,0.2167721998412162,0.0075177999678999186,0.019059300189837813,0.013227200135588646,0.0011446999851614237,0.009296499891206622,0.043922699987888336,,,
0.1,16,Non-random,16.78525348191792,0.0390625,0.0010350188185239695,0.20768400002270937,0.022633899934589863,0.10703719989396632,,,,,,,,,0.20768400002270937,0.20768180000595748,2.200016751885414e-06,0.33735509985126555,,,,,,,0.1669992001261562,0.03914729994721711,0.0015352999325841665
0.1,17,Random Projection,12.229985150977292,0.2109375,0.009551171167628561,0.04831860004924238,0.02368759992532432,0.11886980012059212,0.0001276000402867794,0.0021801998373121023,0.00036419997923076153,0.0014128999318927526,0.001006899867206812,0.00010700011625885963,1.650000922381878e-05,0.043097499990835786,0.04831860004924238,0.04831279977224767,5.8002769947052e-06,0.19087600009515882,,,,,,,,,
0.1,17,Random Sampling,15.299419342573877,0.171875,0.0032596691257745503,0.08133509987965226,0.02368759992532432,0.10055269999429584,,,,,,,,,0.08133509987965226,0.08132650051265955,8.599366992712021e-06,0.20557539979927242,0.006697300123050809,0.015153200132772326,0.011012299917638302,0.000838099978864193,0.007149600191041827,0.04047600016929209,,,
0.1,17,Non-random,16.870208214831525,0.0703125,0.001150534294645164,0.22236460004933178,0.02368759992532432,0.14555169991217554,,,,,,,,,0.22236460004933178,0.22236210014671087,2.499902620911598e-06,0.39160389988683164,,,,,,,0.17768920003436506,0.043085800018161535,0.0015871000941842794
0.1,18,Random Projection,12.671815384040878,0.34375,0.014795856902073815,0.049094799906015396,0.02402440016157925,0.09789959993213415,0.00014800019562244415,0.002206499921157956,0.0003556001465767622,0.001318400027230382,0.0009663999080657959,8.239992894232273e-05,1.5799887478351593e-05,0.0439949999563396,0.049094799906015396,0.04908809997141361,6.6999346017837524e-06,0.1710187999997288,,,,,,,,,
0.1,18,Random Sampling,15.261310339807618,0.1953125,0.0050242869807664015,0.07835079985670745,0.02402440016157925,0.1051712001208216,,,,,,,,,0.07835079985670745,0.0783429997973144,7.800059393048286e-06,0.2075464001391083,0.005218599922955036,0.01473200018517673,0.011042599799111485,0.0009269001893699169,0.007208899827674031,0.039213999873027205,,,
0.1,18,Non-random,16.83621213470218,0.044270833333333336,0.0022748191978961274,0.3397866999730468,0.02402440016157925,0.1049456000328064,,,,,,,,,0.3397866999730468,0.3397846999578178,2.00001522898674e-06,0.4687567001674324,,,,,,,0.2976309999357909,0.04060940002091229,0.0015443000011146069
0.1,19,Random Projection,12.557973828294443,0.30989583333333337,0.014598040156952485,0.04941199999302626,0.02133530005812645,0.12837849999777973,0.00014649983495473862,0.002384499879553914,0.0003510001115500927,0.000714499969035387,0.0009886999614536762,8.559995330870152e-05,1.559988595545292e-05,0.0447176001034677,0.04941199999302626,0.049403999699279666,8.000293746590614e-06,0.19912580004893243,,,,,,,,,
0.1,19,Random Sampling,15.12510446345744,0.140625,0.0031279835868558425,0.08747119992040098,0.02133530005812645,0.0996155000757426,,,,,,,,,0.08747119992040098,0.08745989971794188,1.1300202459096909e-05,0.20842200005427003,0.00709669990465045,0.016851500142365694,0.0118495998904109,0.001118999905884266,0.008603299967944622,0.04193979990668595,,,
0.1,19,Non-random,16.81666933138349,0.033854166666666664,0.0017825981905554567,0.21256810007616878,0.02133530005812645,0.1056540000718087,,,,,,,,,0.21256810007616878,0.2125661000609398,2.00001522898674e-06,0.3395574002061039,,,,,,,0.16848850017413497,0.04252979997545481,0.0015477999113500118
0.1,20,Random Projection,14.334618199508274,0.46614583333333326,0.019180293649935523,0.04775159992277622,0.022907800041139126,0.1479392999317497,0.00014439993537962437,0.002018400002270937,0.00035370001569390297,0.00220889993943274,0.0007388000376522541,8.039991371333599e-05,1.4899997040629387e-05,0.04218320013023913,0.04775159992277622,0.04774269997142255,8.899951353669167e-06,0.21859869989566505,,,,,,,,,
0.1,20,Random Sampling,14.975050685812503,0.17447916666666666,0.003611623626059657,0.08481630007736385,0.022907800041139126,0.10405549989081919,,,,,,,,,0.08481630007736385,0.08480750001035631,8.800067007541656e-06,0.21177960000932217,0.007499899948015809,0.01628180011175573,0.011015099938958883,0.0009461999870836735,0.007569300010800362,0.04149520001374185,,,
0.1,20,Non-random,16.757458908831584,0.049479166666666664,0.0014431948410154882,0.34918999997898936,0.022907800041139126,0.10700060008093715,,,,,,,,,0.34918999997898936,0.3491871999576688,2.800021320581436e-06,0.47909840010106564,,,,,,,0.30699259997345507,0.040605099871754646,0.0015895001124590635
0.15,1,Random Projection,13.376084614148139,0.026041666666666664,0.009892115218658987,0.044236000161617994,0.022132999962195754,0.10071219992823899,0.00015360000543296337,0.002707999898120761,0.00036839977838099003,0.002022600034251809,0.000906399916857481,8.09000339359045e-05,1.5199882909655571e-05,0.03797360020689666,0.044236000161617994,0.04422869975678623,7.300404831767082e-06,0.16708120005205274,,,,,,,,,
0.15,1,Random Sampling,16.49581072411915,0.041666666666666664,0.005020016123906512,0.07717760000377893,0.022132999962195754,0.09785779984667897,,,,,,,,,0.07717760000377893,0.0771683999337256,9.200070053339005e-06,0.19716839981265366,0.005933100124821067,0.015244100010022521,0.009427400073036551,0.0008473999332636595,0.0076540999580174685,0.03806229983456433,,,
0.15,1,Non-random,20.39924634023416,0.0078125,0.0031556754933378117,0.28395810001529753,0.022132999962195754,0.11045309994369745,,,,,,,,,0.28395810001529753,0.283954800106585,3.2999087125062943e-06,0.41654419992119074,,,,,,,0.242987799923867,0.03942110016942024,0.0015459000132977962
0.15,2,Random Projection,13.091406731715496,0.0078125,0.006697963771383958,0.0470656999386847,0.023237300105392933,0.13519900012761354,0.00017950008623301983,0.0034293998032808304,0.00042799999937415123,0.0010476000607013702,0.0009779001120477915,0.00011079991236329079,2.2500054910779e-05,0.04085949994623661,0.0470656999386847,0.04705519997514784,1.0499963536858559e-05,0.20550200017169118,,,,,,,,,
0.15,2,Random Sampling,16.326911815486138,0.0234375,0.0028452233060128063,0.0888061998412013,0.023237300105392933,0.10012560011819005,,,,,,,,,0.0888061998412013,0.08879609988071024,1.009996049106121e-05,0.2121691000647843,0.0074130999855697155,0.01724170008674264,0.010071799857541919,0.0009450998622924089,0.01002599997445941,0.04309840011410415,,,
0.15,2,Non-random,20.095933647070886,0.0026041666666666665,0.0012234157986110994,0.21651960001327097,0.023237300105392933,0.10638360003940761,,,,,,,,,0.21651960001327097,0.21651749988086522,2.100132405757904e-06,0.3461405001580715,,,,,,,0.17250819993205369,0.04247920005582273,0.001530099892988801
0.15,3,Random Projection,13.99175448593357,0.0078125,0.005385812792142369,0.05058009992353618,0.021913900040090084,0.13756789988838136,0.00016709999181330204,0.002351999981328845,0.00036310008727014065,0.003029499901458621,0.0007952000014483929,0.00010719988495111465,1.750001683831215e-05,0.043740499997511506,0.05058009992353618,0.050572099862620234,8.00006091594696e-06,0.21006189985200763,,,,,,,,,
0.15,3,Random Sampling,17.68676618950505,0.036458333333333336,0.003309130938709104,0.07912010001018643,0.021913900040090084,0.10205470002256334,,,,,,,,,0.07912010001018643,0.07911040005274117,9.699957445263863e-06,0.20308870007283986,0.006979500176385045,0.015770699828863144,0.008842600043863058,0.0010040998458862305,0.007045800099149346,0.039467700058594346,,,
0.15,3,Non-random,20.207795166215803,0.005208333333333333,0.003068033854166652,0.460442699957639,0.021913900040090084,0.10910030012018979,,,,,,,,,0.460442699957639,0.46043960028328,3.0996743589639664e-06,0.5914569001179188,,,,,,,0.4166496000252664,0.042200300144031644,0.0015897001139819622
0.15,4,Random Projection,13.590157524546909,0.015625,0.008575891728412277,0.08819560008123517,0.025750000029802322,0.09862950001843274,0.00015750015154480934,0.006009700009599328,0.0004412000998854637,0.04254129994660616,0.0010012001730501652,0.0001634999644011259,2.2700056433677673e-05,0.037846900057047606,0.08819560008123517,0.08818400045856833,1.1599622666835785e-05,0.21257510012947023,,,,,,,,,
0.15,4,Random Sampling,16.859212143595343,0.02864583333333333,0.0025391143730482124,0.10226189997047186,0.025750000029802322,0.11274250014685094,,,,,,,,,0.10226189997047186,0.10225300001911819,8.899951353669167e-06,0.24075440014712512,0.005246500018984079,0.01571239996701479,0.016164900036528707,0.0015519000589847565,0.009507300099357963,0.054069999838247895,,,
0.15,4,Non-random,20.531210262134824,0.0026041666666666665,0.0020495742693726338,0.8273723002057523,0.025750000029802322,0.12402880005538464,,,,,,,,,0.8273723002057523,0.8273694000672549,2.9001384973526e-06,0.9771511002909392,,,,,,,0.786597500089556,0.0391442000400275,0.001627699937671423
0.15,5,Random Projection,13.238810664074059,0.018229166666666664,0.006680122023869223,0.15943100000731647,0.02719960012473166,0.10626329993829131,0.0001542000100016594,0.0032291999086737633,0.00044269999489188194,0.10480440012179315,0.0019603001419454813,0.0001751999370753765,2.1700048819184303e-05,0.048631800105795264,0.15943100000731647,0.15941950026899576,1.1499738320708275e-05,0.29289390007033944,,,,,,,,,
0.15,5,Random Sampling,16.66904277341127,0.03125,0.004839564356579618,0.08125819987617433,0.02719960012473166,0.15259640011936426,,,,,,,,,0.08125819987617433,0.08124870038591325,9.499490261077881e-06,0.26105420012027025,0.005717499880120158,0.015776900108903646,0.00975510012358427,0.002702500205487013,0.006531100021675229,0.040765600046142936,,,
0.15,5,Non-random,20.183564592100453,0.005208333333333333,0.0013726128472222043,0.29999920004047453,0.02719960012473166,0.10979850008152425,,,,,,,,,0.29999920004047453,0.299995900131762,3.2999087125062943e-06,0.43699730024673045,,,,,,,0.25812500016763806,0.04011870012618601,0.001752199837937951
0.15,6,Random Projection,13.43584036807197,0.005208333333333333,0.005213030154920945,0.04414000012911856,0.021578700048848987,0.10895759984850883,0.00014410004951059818,0.0024959000293165445,0.000408099964261055,0.0010493998415768147,0.000779799884185195,0.00011650007218122482,2.2899825125932693e-05,0.03911400004290044,0.04414000012911856,0.04413069970905781,9.300420060753822e-06,0.17467630002647638,,,,,,,,,
0.15,6,Random Sampling,16.85816057020761,0.04166666666666667,0.002273313741185612,0.07598610012792051,0.021578700048848987,0.1458682999946177,,,,,,,,,0.07598610012792051,0.07597669982351363,9.400304406881332e-06,0.2434331001713872,0.006136300042271614,0.014571300009265542,0.010070800082758069,0.0008621998131275177,0.006010199896991253,0.03832589997909963,,,
0.15,6,Non-random,20.224760271871155,0.005208333333333333,0.0017062717013889006,0.20193369989283383,0.021578700048848987,0.11754660005681217,,,,,,,,,0.20193369989283383,0.20193139975890517,2.300133928656578e-06,0.341058999998495,,,,,,,0.16083889990113676,0.03949609980918467,0.001596400048583746
0.15,7,Random Projection,13.822364111630813,0.015625,0.007656109058439803,0.04546210006810725,0.0242121999617666,0.1037930001039058,0.00014479993842542171,0.002395499963313341,0.0003706000279635191,0.002373599912971258,0.0008978000842034817,0.00010160007514059544,1.6200123354792595e-05,0.039153699995949864,0.04546210006810725,0.045453800121322274,8.299946784973145e-06,0.17346730013377964,,,,,,,,,
0.15,7,Random Sampling,16.77417555550761,0.03645833333333333,0.002933594217722324,0.0829434001352638,0.0242121999617666,0.0971215998288244,,,,,,,,,0.0829434001352638,0.08293250016868114,1.0899966582655907e-05,0.2042771999258548,0.006530700018629432,0.017024100059643388,0.010295800166204572,0.0008743000216782093,0.007024999940767884,0.04118259996175766,,,
0.15,7,Non-random,20.072329385612726,0.0078125,0.0022452262950868884,0.20059160003438592,0.0242121999617666,0.10669780010357499,,,,,,,,,0.20059160003438592,0.20058969990350306,1.90013088285923e-06,0.3315016000997275,,,,,,,0.16056820005178452,0.03843669989146292,0.0015847999602556229
0.15,8,Random Projection,13.908479539577897,0.023437500000000003,0.00728565488264088,0.04713409999385476,0.021329599898308516,0.10135340015403926,0.00013040006160736084,0.0022281999699771404,0.0003423001617193222,0.001116700004786253,0.0007281999569386244,8.639995940029621e-05,1.5900004655122757e-05,0.04248029994778335,0.04713409999385476,0.04712840006686747,5.699926987290382e-06,0.16981710004620254,,,,,,,,,
0.15,8,Random Sampling,17.54353965248855,0.046875,0.0028357699196354946,0.07723829988390207,0.021329599898308516,0.0985694001428783,,,,,,,,,0.07723829988390207,0.0772319994866848,6.300397217273712e-06,0.19713729992508888,0.0055120999459177256,0.014853399945423007,0.007262999890372157,0.0007574998307973146,0.00619739992544055,0.042648599948734045,,,
0.15,8,Non-random,20.292196504402796,0.005208333333333333,0.0027585572196960895,0.44896910013630986,0.021329599898308516,0.11782949999906123,,,,,,,,,0.44896910013630986,0.4489663999993354,2.700136974453926e-06,0.5881282000336796,,,,,,,0.4095483000855893,0.03781919996254146,0.0015988999512046576
0.15,9,Random Projection,13.94771843198724,0.010416666666666666,0.007880178510736358,0.04652690002694726,0.02266900008544326,0.10080130002461374,0.0001634999644011259,0.002397299977019429,0.0003720999229699373,0.004191000014543533,0.0008654999546706676,0.00010529998689889908,1.610000617802143e-05,0.038408500142395496,0.04652690002694726,0.04651929996907711,7.6000578701496124e-06,0.16999720013700426,,,,,,,,,
0.15,9,Random Sampling,16.991614194240327,0.04947916666666667,0.006309775455633548,0.10024040006101131,0.02266900008544326,0.10337300016544759,,,,,,,,,0.10024040006101131,0.10023230011574924,8.09994526207447e-06,0.22628240031190217,0.005631899926811457,0.014187100110575557,0.009524299995973706,0.0008787999395281076,0.005798200145363808,0.0642119999974966,,,
0.15,9,Non-random,20.3382158424302,0.005208333333333333,0.003338344653547737,0.22992560011334717,0.02266900008544326,0.12296619988046587,,,,,,,,,0.22992560011334717,0.2299222000874579,3.400025889277458e-06,0.3755608000792563,,,,,,,0.1898388999979943,0.038484400138258934,0.0015988999512046576
0.15,10,Random Projection,13.758740827535334,0.020833333333333332,0.006293566477129725,0.04651400004513562,0.027006500167772174,0.12588960002176464,0.00015309988521039486,0.002723099896684289,0.00045490008778870106,0.0008187000639736652,0.001049799844622612,8.909986354410648e-05,1.6300007700920105e-05,0.04120049998164177,0.04651400004513562,0.04650549963116646,8.500413969159126e-06,0.19941010023467243,,,,,,,,,
0.15,10,Random Sampling,17.141081557229096,0.036458333333333336,0.004515921089393443,0.0766646999400109,0.027006500167772174,0.10001179995015264,,,,,,,,,0.0766646999400109,0.07665419997647405,1.0499963536858559e-05,0.20368300005793571,0.006285799900069833,0.016163300024345517,0.0072858999483287334,0.0007650000043213367,0.00587790017016232,0.040276299929246306,,,
0.15,10,Non-random,20.045652514416023,0.0026041666666666665,0.0017658964412211042,0.20593350008130074,0.027006500167772174,0.16190559999085963,,,,,,,,,0.20593350008130074,0.20593100017867982,2.499902620911598e-06,0.39484560023993254,,,,,,,0.1649007999803871,0.03942540008574724,0.0016048001125454903
0.15,11,Random Projection,17.040898510045455,0.09895833333333333,0.019367151590313547,0.06855690013617277,0.02704939991235733,0.10762429982423782,0.00014819996431469917,0.0024682001676410437,0.00039980001747608185,0.024820500053465366,0.001492499839514494,0.0001504998654127121,2.1900050342082977e-05,0.039045399986207485,0.06855690013617277,0.06854699994437397,9.90019179880619e-06,0.20323059987276793,,,,,,,,,
0.15,11,Random Sampling,16.666318738778262,0.0546875,0.005024132817942534,0.07610339997336268,0.02704939991235733,0.1007485999725759,,,,,,,,,0.07610339997336268,0.07609509979374707,8.300179615616798e-06,0.20390139985829592,0.00566249992698431,0.014997699996456504,0.009229399962350726,0.0008411998860538006,0.006714400136843324,0.0386498998850584,,,
0.15,11,Non-random,20.296150225441313,0.0078125,0.002213541666666652,0.33031479991041124,0.02704939991235733,0.10479509993456304,,,,,,,,,0.33031479991041124,0.3303119002375752,2.8996728360652924e-06,0.4621592997573316,,,,,,,0.2851970000192523,0.04385380004532635,0.001261100172996521
0.15,12,Random Projection,13.637262524149776,0.026041666666666664,0.007635814405741181,0.04375510010868311,0.021991899935528636,0.10290939989499748,0.00012769992463290691,0.002149400068446994,0.0003525000065565109,0.0003567999228835106,0.0007879000622779131,8.070003241300583e-05,1.600012183189392e-05,0.039878400042653084,0.04375510010868311,0.04374940018169582,5.699926987290382e-06,0.16865639993920922,,,,,,,,,
0.15,12,Random Sampling,16.984171090570655,0.041666666666666664,0.005789241025868336,0.07703089993447065,0.021991899935528636,0.12613940006121993,,,,,,,,,0.07703089993447065,0.07702269963920116,8.200295269489288e-06,0.22516219993121922,0.005347900092601776,0.013812399934977293,0.00984519999474287,0.0010883999057114124,0.006560199894011021,0.04036859981715679,,,
0.15,12,Non-random,20.135520891450497,0.0026041666666666665,0.0016444594366672172,0.21603929996490479,0.021991899935528636,0.11031899997033179,,,,,,,,,0.21603929996490479,0.21603689994663,2.400018274784088e-06,0.3483501998707652,,,,,,,0.17643319978378713,0.0380731001496315,0.0015306000132113695
