r,rep,bucket_id,degree_low_inclusive,degree_high_exclusive,num_nodes,mass,sqrt_mass,sketch_dim,test_matrix_entry_std
2,4,1,1,32,871,7985.0,89.35882720806042,1,1.0
2,4,2,32,64,184,8071.0,89.83874442577657,1,1.0
2,4,3,64,128,134,11486.0,107.17275773255068,1,1.0
2,4,4,128,512,33,6016.0,77.56287771866127,1,1.0
2,5,1,1,32,871,7985.0,89.35882720806042,1,1.0
2,5,2,32,64,184,8071.0,89.83874442577657,1,1.0
2,5,3,64,128,134,11486.0,107.17275773255068,1,1.0
2,5,4,128,512,33,6016.0,77.56287771866127,1,1.0
2,6,1,1,32,871,7985.0,89.35882720806042,1,1.0
2,6,2,32,64,184,8071.0,89.83874442577657,1,1.0
2,6,3,64,128,134,11486.0,107.17275773255068,1,1.0
2,6,4,128,512,33,6016.0,77.56287771866127,1,1.0
2,7,1,1,32,871,7985.0,89.35882720806042,1,1.0
2,7,2,32,64,184,8071.0,89.83874442577657,1,1.0
2,7,3,64,128,134,11486.0,107.17275773255068,1,1.0
2,7,4,128,512,33,6016.0,77.56287771866127,1,1.0
2,8,1,1,32,871,7985.0,89.35882720806042,1,1.0
2,8,2,32,64,184,8071.0,89.83874442577657,1,1.0
2,8,3,64,128,134,11486.0,107.17275773255068,1,1.0
2,8,4,128,512,33,6016.0,77.56287771866127,1,1.0
2,9,1,1,32,871,7985.0,89.35882720806042,1,1.0
2,9,2,32,64,184,8071.0,89.83874442577657,1,1.0
2,9,3,64,128,134,11486.0,107.17275773255068,1,1.0
2,9,4,128,512,33,6016.0,77.56287771866127,1,1.0
2,10,1,1,32,871,7985.0,89.35882720806042,1,1.0
2,10,2,32,64,184,8071.0,89.83874442577657,1,1.0
2,10,3,64,128,134,11486.0,107.17275773255068,1,1.0
2,10,4,128,512,33,6016.0,77.56287771866127,1,1.0
5,1,1,1,8,486,1471.0,38.353617821530214,1,1.0
5,1,2,8,16,189,2182.0,46.71188285650665,1,1.0
5,1,3,16,32,196,4332.0,65.81793068761733,1,1.0
5,1,4,32,64,184,8071.0,89.83874442577657,1,1.0
5,1,5,64,128,134,11486.0,107.17275773255068,1,1.0
5,1,6,128,256,28,4502.0,67.09694478886502,1,1.0
5,1,7,256,512,5,1514.0,38.91015291668744,1,1.0
5,2,1,1,8,486,1471.0,38.353617821530214,1,1.0
5,2,2,8,16,189,2182.0,46.71188285650665,1,1.0
5,2,3,16,32,196,4332.0,65.81793068761733,1,1.0
5,2,4,32,64,184,8071.0,89.83874442577657,1,1.0
5,2,5,64,128,134,11486.0,107.17275773255068,1,1.0
5,2,6,128,256,28,4502.0,67.09694478886502,1,1.0
5,2,7,256,512,5,1514.0,38.91015291668744,1,1.0
5,3,1,1,8,486,1471.0,38.353617821530214,1,1.0
5,3,2,8,16,189,2182.0,46.71188285650665,1,1.0
5,3,3,16,32,196,4332.0,65.81793068761733,1,1.0
5,3,4,32,64,184,8071.0,89.83874442577657,1,1.0
5,3,5,64,128,134,11486.0,107.17275773255068,1,1.0
5,3,6,128,256,28,4502.0,67.09694478886502,1,1.0
5,3,7,256,512,5,1514.0,38.91015291668744,1,1.0
5,4,1,1,8,486,1471.0,38.353617821530214,1,1.0
5,4,2,8,16,189,2182.0,46.71188285650665,1,1.0
5,4,3,16,32,196,4332.0,65.81793068761733,1,1.0
5,4,4,32,64,184,8071.0,89.83874442577657,1,1.0
5,4,5,64,128,134,11486.0,107.17275773255068,1,1.0
5,4,6,128,256,28,4502.0,67.09694478886502,1,1.0
5,4,7,256,512,5,1514.0,38.91015291668744,1,1.0
5,5,1,1,8,486,1471.0,38.353617821530214,1,1.0
5,5,2,8,16,189,2182.0,46.71188285650665,1,1.0
5,5,3,16,32,196,4332.0,65.81793068761733,1,1.0
5,5,4,32,64,184,8071.0,89.83874442577657,1,1.0
5,5,5,64,128,134,11486.0,107.17275773255068,1,1.0
5,5,6,128,256,28,4502.0,67.09694478886502,1,1.0
5,5,7,256,512,5,1514.0,38.91015291668744,1,1.0
5,6,1,1,8,486,1471.0,38.353617821530214,1,1.0
5,6,2,8,16,189,2182.0,46.71188285650665,1,1.0
5,6,3,16,32,196,4332.0,65.81793068761733,1,1.0
5,6,4,32,64,184,8071.0,89.83874442577657,1,1.0
5,6,5,64,128,134,11486.0,107.17275773255068,1,1.0
5,6,6,128,256,28,4502.0,67.09694478886502,1,1.0
5,6,7,256,512,5,1514.0,38.91015291668744,1,1.0
5,7,1,1,8,486,1471.0,38.353617821530214,1,1.0
5,7,2,8,16,189,2182.0,46.71188285650665,1,1.0
5,7,3,16,32,196,4332.0,65.81793068761733,1,1.0
5,7,4,32,64,184,8071.0,89.83874442577657,1,1.0
5,7,5,64,128,134,11486.0,107.17275773255068,1,1.0
5,7,6,128,256,28,4502.0,67.09694478886502,1,1.0
5,7,7,256,512,5,1514.0,38.91015291668744,1,1.0
5,8,1,1,8,486,1471.0,38.353617821530214,1,1.0
5,8,2,8,16,189,2182.0,46.71188285650665,1,1.0
5,8,3,16,32,196,4332.0,65.81793068761733,1,1.0
5,8,4,32,64,184,8071.0,89.83874442577657,1,1.0
5,8,5,64,128,134,11486.0,107.17275773255068,1,1.0
5,8,6,128,256,28,4502.0,67.09694478886502,1,1.0
5,8,7,256,512,5,1514.0,38.91015291668744,1,1.0
5,9,1,1,8,486,1471.0,38.353617821530214,1,1.0
5,9,2,8,16,189,2182.0,46.71188285650665,1,1.0
5,9,3,16,32,196,4332.0,65.81793068761733,1,1.0
5,9,4,32,64,184,8071.0,89.83874442577657,1,1.0
5,9,5,64,128,134,11486.0,107.17275773255068,1,1.0
5,9,6,128,256,28,4502.0,67.09694478886502,1,1.0
5,9,7,256,512,5,1514.0,38.91015291668744,1,1.0
5,10,1,1,8,486,1471.0,38.353617821530214,1,1.0
5,10,2,8,16,189,2182.0,46.71188285650665,1,1.0
5,10,3,16,32,196,4332.0,65.81793068761733,1,1.0
5,10,4,32,64,184,8071.0,89.83874442577657,1,1.0
5,10,5,64,128,134,11486.0,107.17275773255068,1,1.0
5,10,6,128,256,28,4502.0,67.09694478886502,1,1.0
5,10,7,256,512,5,1514.0,38.91015291668744,1,1.0
10,1,1,1,2,135,135.0,11.61895003862225,1,1.0
10,1,2,2,4,182,439.0,20.952326839756964,1,1.0
10,1,3,4,8,169,897.0,29.949958263743873,1,1.0
10,1,4,8,16,189,2182.0,46.71188285650665,1,1.0
10,1,5,16,32,196,4332.0,65.81793068761733,1,1.0
10,1,6,32,64,184,8071.0,89.83874442577657,2,0.7071067811865475
10,1,7,64,128,134,11486.0,107.17275773255068,2,0.7071067811865475
10,1,8,128,256,28,4502.0,67.09694478886502,2,0.7071067811865475
10,1,9,256,512,5,1514.0,38.91015291668744,1,1.0
10,2,1,1,2,135,135.0,11.61895003862225,1,1.0
10,2,2,2,4,182,439.0,20.952326839756964,1,1.0
10,2,3,4,8,169,897.0,29.949958263743873,1,1.0
10,2,4,8,16,189,2182.0,46.71188285650665,1,1.0
10,2,5,16,32,196,4332.0,65.81793068761733,1,1.0
10,2,6,32,64,184,8071.0,89.83874442577657,2,0.7071067811865475
10,2,7,64,128,134,11486.0,107.17275773255068,2,0.7071067811865475
10,2,8,128,256,28,4502.0,67.09694478886502,2,0.7071067811865475
10,2,9,256,512,5,1514.0,38.91015291668744,1,1.0
10,3,1,1,2,135,135.0,11.61895003862225,1,1.0
10,3,2,2,4,182,439.0,20.952326839756964,1,1.0
10,3,3,4,8,169,897.0,29.949958263743873,1,1.0
10,3,4,8,16,189,2182.0,46.71188285650665,1,1.0
10,3,5,16,32,196,4332.0,65.81793068761733,1,1.0
10,3,6,32,64,184,8071.0,89.83874442577657,2,0.7071067811865475
10,3,7,64,128,134,11486.0,107.17275773255068,2,0.7071067811865475
10,3,8,128,256,28,4502.0,67.09694478886502,2,0.7071067811865475
10,3,9,256,512,5,1514.0,38.91015291668744,1,1.0
10,4,1,1,2,135,135.0,11.61895003862225,1,1.0
10,4,2,2,4,182,439.0,20.952326839756964,1,1.0
10,4,3,4,8,169,897.0,29.949958263743873,1,1.0
10,4,4,8,16,189,2182.0,46.71188285650665,1,1.0
10,4,5,16,32,196,4332.0,65.81793068761733,1,1.0
10,4,6,32,64,184,8071.0,89.83874442577657,2,0.7071067811865475
10,4,7,64,128,134,11486.0,107.17275773255068,2,0.7071067811865475
10,4,8,128,256,28,4502.0,67.09694478886502,2,0.7071067811865475
10,4,9,256,512,5,1514.0,38.91015291668744,1,1.0
10,5,1,1,2,135,135.0,11.61895003862225,1,1.0
10,5,2,2,4,182,439.0,20.952326839756964,1,1.0
10,5,3,4,8,169,897.0,29.949958263743873,1,1.0
10,5,4,8,16,189,2182.0,46.71188285650665,1,1.0
10,5,5,16,32,196,4332.0,65.81793068761733,1,1.0
10,5,6,32,64,184,8071.0,89.83874442577657,2,0.7071067811865475
10,5,7,64,128,134,11486.0,107.17275773255068,2,0.7071067811865475
10,5,8,128,256,28,4502.0,67.09694478886502,2,0.7071067811865475
10,5,9,256,512,5,1514.0,38.91015291668744,1,1.0
10,6,1,1,2,135,135.0,11.61895003862225,1,1.0
10,6,2,2,4,182,439.0,20.952326839756964,1,1.0
10,6,3,4,8,169,897.0,29.949958263743873,1,1.0
10,6,4,8,16,189,2182.0,46.71188285650665,1,1.0
10,6,5,16,32,196,4332.0,65.81793068761733,1,1.0
10,6,6,32,64,184,8071.0,89.83874442577657,2,0.7071067811865475
10,6,7,64,128,134,11486.0,107.17275773255068,2,0.7071067811865475
10,6,8,128,256,28,4502.0,67.09694478886502,2,0.7071067811865475
10,6,9,256,512,5,1514.0,38.91015291668744,1,1.0
10,7,1,1,2,135,135.0,11.61895003862225,1,1.0
10,7,2,2,4,182,439.0,20.952326839756964,1,1.0
10,7,3,4,8,169,897.0,29.949958263743873,1,1.0
10,7,4,8,16,189,2182.0,46.71188285650665,1,1.0
10,7,5,16,32,196,4332.0,65.81793068761733,1,1.0
10,7,6,32,64,184,8071.0,89.83874442577657,2,0.7071067811865475
10,7,7,64,128,134,11486.0,107.17275773255068,2,0.7071067811865475
10,7,8,128,256,28,4502.0,67.09694478886502,2,0.7071067811865475
10,7,9,256,512,5,1514.0,38.91015291668744,1,1.0
10,8,1,1,2,135,135.0,11.61895003862225,1,1.0
10,8,2,2,4,182,439.0,20.952326839756964,1,1.0
10,8,3,4,8,169,897.0,29.949958263743873,1,1.0
10,8,4,8,16,189,2182.0,46.71188285650665,1,1.0
10,8,5,16,32,196,4332.0,65.81793068761733,1,1.0
10,8,6,32,64,184,8071.0,89.83874442577657,2,0.7071067811865475
10,8,7,64,128,134,11486.0,107.17275773255068,2,0.7071067811865475
10,8,8,128,256,28,4502.0,67.09694478886502,2,0.7071067811865475
10,8,9,256,512,5,1514.0,38.91015291668744,1,1.0
10,9,1,1,2,135,135.0,11.61895003862225,1,1.0
10,9,2,2,4,182,439.0,20.952326839756964,1,1.0
10,9,3,4,8,169,897.0,29.949958263743873,1,1.0
10,9,4,8,16,189,2182.0,46.71188285650665,1,1.0
10,9,5,16,32,196,4332.0,65.81793068761733,1,1.0
10,9,6,32,64,184,8071.0,89.83874442577657,2,0.7071067811865475
10,9,7,64,128,134,11486.0,107.17275773255068,2,0.7071067811865475
10,9,8,128,256,28,4502.0,67.09694478886502,2,0.7071067811865475
10,9,9,256,512,5,1514.0,38.91015291668744,1,1.0
10,10,1,1,2,135,135.0,11.61895003862225,1,1.0
10,10,2,2,4,182,439.0,20.952326839756964,1,1.0
10,10,3,4,8,169,897.0,29.949958263743873,1,1.0
10,10,4,8,16,189,2182.0,46.71188285650665,1,1.0
10,10,5,16,32,196,4332.0,65.81793068761733,1,1.0
10,10,6,32,64,184,8071.0,89.83874442577657,2,0.7071067811865475
10,10,7,64,128,134,11486.0,107.17275773255068,2,0.7071067811865475
10,10,8,128,256,28,4502.0,67.09694478886502,2,0.7071067811865475
10,10,9,256,512,5,1514.0,38.91015291668744,1,1.0
20,1,1,1,2,135,135.0,11.61895003862225,1,1.0
20,1,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
20,1,3,4,8,169,897.0,29.949958263743873,2,0.7071067811865475
20,1,4,8,16,189,2182.0,46.71188285650665,2,0.7071067811865475
20,1,5,16,32,196,4332.0,65.81793068761733,3,0.5773502691896258
20,1,6,32,64,184,8071.0,89.83874442577657,3,0.5773502691896258
20,1,7,64,128,134,11486.0,107.17275773255068,4,0.5
20,1,8,128,256,28,4502.0,67.09694478886502,3,0.5773502691896258
20,1,9,256,512,5,1514.0,38.91015291668744,2,0.7071067811865475
20,2,1,1,2,135,135.0,11.61895003862225,1,1.0
20,2,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
20,2,3,4,8,169,897.0,29.949958263743873,2,0.7071067811865475
20,2,4,8,16,189,2182.0,46.71188285650665,2,0.7071067811865475
20,2,5,16,32,196,4332.0,65.81793068761733,3,0.5773502691896258
20,2,6,32,64,184,8071.0,89.83874442577657,3,0.5773502691896258
20,2,7,64,128,134,11486.0,107.17275773255068,4,0.5
20,2,8,128,256,28,4502.0,67.09694478886502,3,0.5773502691896258
20,2,9,256,512,5,1514.0,38.91015291668744,2,0.7071067811865475
20,3,1,1,2,135,135.0,11.61895003862225,1,1.0
20,3,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
20,3,3,4,8,169,897.0,29.949958263743873,2,0.7071067811865475
20,3,4,8,16,189,2182.0,46.71188285650665,2,0.7071067811865475
20,3,5,16,32,196,4332.0,65.81793068761733,3,0.5773502691896258
20,3,6,32,64,184,8071.0,89.83874442577657,3,0.5773502691896258
20,3,7,64,128,134,11486.0,107.17275773255068,4,0.5
20,3,8,128,256,28,4502.0,67.09694478886502,3,0.5773502691896258
20,3,9,256,512,5,1514.0,38.91015291668744,2,0.7071067811865475
20,4,1,1,2,135,135.0,11.61895003862225,1,1.0
20,4,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
20,4,3,4,8,169,897.0,29.949958263743873,2,0.7071067811865475
20,4,4,8,16,189,2182.0,46.71188285650665,2,0.7071067811865475
20,4,5,16,32,196,4332.0,65.81793068761733,3,0.5773502691896258
20,4,6,32,64,184,8071.0,89.83874442577657,3,0.5773502691896258
20,4,7,64,128,134,11486.0,107.17275773255068,4,0.5
20,4,8,128,256,28,4502.0,67.09694478886502,3,0.5773502691896258
20,4,9,256,512,5,1514.0,38.91015291668744,2,0.7071067811865475
20,5,1,1,2,135,135.0,11.61895003862225,1,1.0
20,5,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
20,5,3,4,8,169,897.0,29.949958263743873,2,0.7071067811865475
20,5,4,8,16,189,2182.0,46.71188285650665,2,0.7071067811865475
20,5,5,16,32,196,4332.0,65.81793068761733,3,0.5773502691896258
20,5,6,32,64,184,8071.0,89.83874442577657,3,0.5773502691896258
20,5,7,64,128,134,11486.0,107.17275773255068,4,0.5
20,5,8,128,256,28,4502.0,67.09694478886502,3,0.5773502691896258
20,5,9,256,512,5,1514.0,38.91015291668744,2,0.7071067811865475
20,6,1,1,2,135,135.0,11.61895003862225,1,1.0
20,6,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
20,6,3,4,8,169,897.0,29.949958263743873,2,0.7071067811865475
20,6,4,8,16,189,2182.0,46.71188285650665,2,0.7071067811865475
20,6,5,16,32,196,4332.0,65.81793068761733,3,0.5773502691896258
20,6,6,32,64,184,8071.0,89.83874442577657,3,0.5773502691896258
20,6,7,64,128,134,11486.0,107.17275773255068,4,0.5
20,6,8,128,256,28,4502.0,67.09694478886502,3,0.5773502691896258
20,6,9,256,512,5,1514.0,38.91015291668744,2,0.7071067811865475
20,7,1,1,2,135,135.0,11.61895003862225,1,1.0
20,7,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
20,7,3,4,8,169,897.0,29.949958263743873,2,0.7071067811865475
20,7,4,8,16,189,2182.0,46.71188285650665,2,0.7071067811865475
20,7,5,16,32,196,4332.0,65.81793068761733,3,0.5773502691896258
20,7,6,32,64,184,8071.0,89.83874442577657,3,0.5773502691896258
20,7,7,64,128,134,11486.0,107.17275773255068,4,0.5
20,7,8,128,256,28,4502.0,67.09694478886502,3,0.5773502691896258
20,7,9,256,512,5,1514.0,38.91015291668744,2,0.7071067811865475
20,8,1,1,2,135,135.0,11.61895003862225,1,1.0
20,8,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
20,8,3,4,8,169,897.0,29.949958263743873,2,0.7071067811865475
20,8,4,8,16,189,2182.0,46.71188285650665,2,0.7071067811865475
20,8,5,16,32,196,4332.0,65.81793068761733,3,0.5773502691896258
20,8,6,32,64,184,8071.0,89.83874442577657,3,0.5773502691896258
20,8,7,64,128,134,11486.0,107.17275773255068,4,0.5
20,8,8,128,256,28,4502.0,67.09694478886502,3,0.5773502691896258
20,8,9,256,512,5,1514.0,38.91015291668744,2,0.7071067811865475
20,9,1,1,2,135,135.0,11.61895003862225,1,1.0
20,9,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
20,9,3,4,8,169,897.0,29.949958263743873,2,0.7071067811865475
20,9,4,8,16,189,2182.0,46.71188285650665,2,0.7071067811865475
20,9,5,16,32,196,4332.0,65.81793068761733,3,0.5773502691896258
20,9,6,32,64,184,8071.0,89.83874442577657,3,0.5773502691896258
20,9,7,64,128,134,11486.0,107.17275773255068,4,0.5
20,9,8,128,256,28,4502.0,67.09694478886502,3,0.5773502691896258
20,9,9,256,512,5,1514.0,38.91015291668744,2,0.7071067811865475
20,10,1,1,2,135,135.0,11.61895003862225,1,1.0
20,10,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
20,10,3,4,8,169,897.0,29.949958263743873,2,0.7071067811865475
20,10,4,8,16,189,2182.0,46.71188285650665,2,0.7071067811865475
20,10,5,16,32,196,4332.0,65.81793068761733,3,0.5773502691896258
20,10,6,32,64,184,8071.0,89.83874442577657,3,0.5773502691896258
20,10,7,64,128,134,11486.0,107.17275773255068,4,0.5
20,10,8,128,256,28,4502.0,67.09694478886502,3,0.5773502691896258
20,10,9,256,512,5,1514.0,38.91015291668744,2,0.7071067811865475
40,1,1,1,2,135,135.0,11.61895003862225,2,0.7071067811865475
40,1,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
40,1,3,4,8,169,897.0,29.949958263743873,3,0.5773502691896258
40,1,4,8,16,189,2182.0,46.71188285650665,4,0.5
40,1,5,16,32,196,4332.0,65.81793068761733,6,0.4082482904638631
40,1,6,32,64,184,8071.0,89.83874442577657,7,0.3779644730092272
40,1,7,64,128,134,11486.0,107.17275773255068,8,0.35355339059327373
40,1,8,128,256,28,4502.0,67.09694478886502,6,0.4082482904638631
40,1,9,256,512,5,1514.0,38.91015291668744,4,0.5
40,2,1,1,2,135,135.0,11.61895003862225,2,0.7071067811865475
40,2,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
40,2,3,4,8,169,897.0,29.949958263743873,3,0.5773502691896258
40,2,4,8,16,189,2182.0,46.71188285650665,4,0.5
40,2,5,16,32,196,4332.0,65.81793068761733,6,0.4082482904638631
40,2,6,32,64,184,8071.0,89.83874442577657,7,0.3779644730092272
40,2,7,64,128,134,11486.0,107.17275773255068,8,0.35355339059327373
40,2,8,128,256,28,4502.0,67.09694478886502,6,0.4082482904638631
40,2,9,256,512,5,1514.0,38.91015291668744,4,0.5
40,3,1,1,2,135,135.0,11.61895003862225,2,0.7071067811865475
40,3,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
40,3,3,4,8,169,897.0,29.949958263743873,3,0.5773502691896258
40,3,4,8,16,189,2182.0,46.71188285650665,4,0.5
40,3,5,16,32,196,4332.0,65.81793068761733,6,0.4082482904638631
40,3,6,32,64,184,8071.0,89.83874442577657,7,0.3779644730092272
40,3,7,64,128,134,11486.0,107.17275773255068,8,0.35355339059327373
40,3,8,128,256,28,4502.0,67.09694478886502,6,0.4082482904638631
40,3,9,256,512,5,1514.0,38.91015291668744,4,0.5
40,4,1,1,2,135,135.0,11.61895003862225,2,0.7071067811865475
40,4,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
40,4,3,4,8,169,897.0,29.949958263743873,3,0.5773502691896258
40,4,4,8,16,189,2182.0,46.71188285650665,4,0.5
40,4,5,16,32,196,4332.0,65.81793068761733,6,0.4082482904638631
40,4,6,32,64,184,8071.0,89.83874442577657,7,0.3779644730092272
40,4,7,64,128,134,11486.0,107.17275773255068,8,0.35355339059327373
40,4,8,128,256,28,4502.0,67.09694478886502,6,0.4082482904638631
40,4,9,256,512,5,1514.0,38.91015291668744,4,0.5
40,5,1,1,2,135,135.0,11.61895003862225,2,0.7071067811865475
40,5,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
40,5,3,4,8,169,897.0,29.949958263743873,3,0.5773502691896258
40,5,4,8,16,189,2182.0,46.71188285650665,4,0.5
40,5,5,16,32,196,4332.0,65.81793068761733,6,0.4082482904638631
40,5,6,32,64,184,8071.0,89.83874442577657,7,0.3779644730092272
40,5,7,64,128,134,11486.0,107.17275773255068,8,0.35355339059327373
40,5,8,128,256,28,4502.0,67.09694478886502,6,0.4082482904638631
40,5,9,256,512,5,1514.0,38.91015291668744,4,0.5
40,6,1,1,2,135,135.0,11.61895003862225,2,0.7071067811865475
40,6,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
40,6,3,4,8,169,897.0,29.949958263743873,3,0.5773502691896258
40,6,4,8,16,189,2182.0,46.71188285650665,4,0.5
40,6,5,16,32,196,4332.0,65.81793068761733,6,0.4082482904638631
40,6,6,32,64,184,8071.0,89.83874442577657,7,0.3779644730092272
40,6,7,64,128,134,11486.0,107.17275773255068,8,0.35355339059327373
40,6,8,128,256,28,4502.0,67.09694478886502,6,0.4082482904638631
40,6,9,256,512,5,1514.0,38.91015291668744,4,0.5
40,7,1,1,2,135,135.0,11.61895003862225,2,0.7071067811865475
40,7,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
40,7,3,4,8,169,897.0,29.949958263743873,3,0.5773502691896258
40,7,4,8,16,189,2182.0,46.71188285650665,4,0.5
40,7,5,16,32,196,4332.0,65.81793068761733,6,0.4082482904638631
40,7,6,32,64,184,8071.0,89.83874442577657,7,0.3779644730092272
40,7,7,64,128,134,11486.0,107.17275773255068,8,0.35355339059327373
40,7,8,128,256,28,4502.0,67.09694478886502,6,0.4082482904638631
40,7,9,256,512,5,1514.0,38.91015291668744,4,0.5
40,8,1,1,2,135,135.0,11.61895003862225,2,0.7071067811865475
40,8,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
40,8,3,4,8,169,897.0,29.949958263743873,3,0.5773502691896258
40,8,4,8,16,189,2182.0,46.71188285650665,4,0.5
40,8,5,16,32,196,4332.0,65.81793068761733,6,0.4082482904638631
40,8,6,32,64,184,8071.0,89.83874442577657,7,0.3779644730092272
40,8,7,64,128,134,11486.0,107.17275773255068,8,0.35355339059327373
40,8,8,128,256,28,4502.0,67.09694478886502,6,0.4082482904638631
40,8,9,256,512,5,1514.0,38.91015291668744,4,0.5
40,9,1,1,2,135,135.0,11.61895003862225,2,0.7071067811865475
40,9,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
40,9,3,4,8,169,897.0,29.949958263743873,3,0.5773502691896258
40,9,4,8,16,189,2182.0,46.71188285650665,4,0.5
40,9,5,16,32,196,4332.0,65.81793068761733,6,0.4082482904638631
40,9,6,32,64,184,8071.0,89.83874442577657,7,0.3779644730092272
40,9,7,64,128,134,11486.0,107.17275773255068,8,0.35355339059327373
40,9,8,128,256,28,4502.0,67.09694478886502,6,0.4082482904638631
40,9,9,256,512,5,1514.0,38.91015291668744,4,0.5
40,10,1,1,2,135,135.0,11.61895003862225,2,0.7071067811865475
40,10,2,2,4,182,439.0,20.952326839756964,2,0.7071067811865475
40,10,3,4,8,169,897.0,29.949958263743873,3,0.5773502691896258
40,10,4,8,16,189,2182.0,46.71188285650665,4,0.5
40,10,5,16,32,196,4332.0,65.81793068761733,6,0.4082482904638631
40,10,6,32,64,184,8071.0,89.83874442577657,7,0.3779644730092272
40,10,7,64,128,134,11486.0,107.17275773255068,8,0.35355339059327373
40,10,8,128,256,28,4502.0,67.09694478886502,6,0.4082482904638631
40,10,9,256,512,5,1514.0,38.91015291668744,4,0.5
