r,rep,bucket_id,degree_low_inclusive,degree_high_exclusive,num_nodes,mass,sqrt_mass,sketch_dim,test_matrix_entry_std
40,1,2,2,4,7198,17445.0,132.07952150125317,5,0.4472135954999579
40,1,3,4,8,7214,38034.0,195.0230755577401,7,0.3779644730092272
40,1,4,8,16,5339,56979.0,238.70274401439124,9,0.3333333333333333
40,1,5,16,32,2164,45105.0,212.37937752992875,8,0.35355339059327373
40,1,6,32,64,440,18101.0,134.5399568901373,5,0.4472135954999579
40,1,7,64,128,44,3492.0,59.09314681077663,3,0.5773502691896258
40,1,8,128,256,3,469.0,21.656407827707714,2,0.7071067811865475
40,2,1,1,2,5879,5879.0,76.67463726683029,3,0.5773502691896258
40,2,2,2,4,7198,17445.0,132.07952150125317,5,0.4472135954999579
40,2,3,4,8,7214,38034.0,195.0230755577401,7,0.3779644730092272
40,2,4,8,16,5339,56979.0,238.70274401439124,9,0.3333333333333333
40,2,5,16,32,2164,45105.0,212.37937752992875,8,0.35355339059327373
40,2,6,32,64,440,18101.0,134.5399568901373,5,0.4472135954999579
40,2,7,64,128,44,3492.0,59.09314681077663,3,0.5773502691896258
40,2,8,128,256,3,469.0,21.656407827707714,2,0.7071067811865475
40,3,1,1,2,5879,5879.0,76.67463726683029,3,0.5773502691896258
40,3,2,2,4,7198,17445.0,132.07952150125317,5,0.4472135954999579
40,3,3,4,8,7214,38034.0,195.0230755577401,7,0.3779644730092272
40,3,4,8,16,5339,56979.0,238.70274401439124,9,0.3333333333333333
40,3,5,16,32,2164,45105.0,212.37937752992875,8,0.35355339059327373
40,3,6,32,64,440,18101.0,134.5399568901373,5,0.4472135954999579
40,3,7,64,128,44,3492.0,59.09314681077663,3,0.5773502691896258
40,3,8,128,256,3,469.0,21.656407827707714,2,0.7071067811865475
40,4,1,1,2,5879,5879.0,76.67463726683029,3,0.5773502691896258
40,4,2,2,4,7198,17445.0,132.07952150125317,5,0.4472135954999579
40,4,3,4,8,7214,38034.0,195.0230755577401,7,0.3779644730092272
40,4,4,8,16,5339,56979.0,238.70274401439124,9,0.3333333333333333
40,4,5,16,32,2164,45105.0,212.37937752992875,8,0.35355339059327373
40,4,6,32,64,440,18101.0,134.5399568901373,5,0.4472135954999579
40,4,7,64,128,44,3492.0,59.09314681077663,3,0.5773502691896258
40,4,8,128,256,3,469.0,21.656407827707714,2,0.7071067811865475
40,5,1,1,2,5879,5879.0,76.67463726683029,3,0.5773502691896258
40,5,2,2,4,7198,17445.0,132.07952150125317,5,0.4472135954999579
40,5,3,4,8,7214,38034.0,195.0230755577401,7,0.3779644730092272
40,5,4,8,16,5339,56979.0,238.70274401439124,9,0.3333333333333333
40,5,5,16,32,2164,45105.0,212.37937752992875,8,0.35355339059327373
40,5,6,32,64,440,18101.0,134.5399568901373,5,0.4472135954999579
40,5,7,64,128,44,3492.0,59.09314681077663,3,0.5773502691896258
40,5,8,128,256,3,469.0,21.656407827707714,2,0.7071067811865475
40,6,1,1,2,5879,5879.0,76.67463726683029,3,0.5773502691896258
40,6,2,2,4,7198,17445.0,132.07952150125317,5,0.4472135954999579
40,6,3,4,8,7214,38034.0,195.0230755577401,7,0.3779644730092272
40,6,4,8,16,5339,56979.0,238.70274401439124,9,0.3333333333333333
40,6,5,16,32,2164,45105.0,212.37937752992875,8,0.35355339059327373
40,6,6,32,64,440,18101.0,134.5399568901373,5,0.4472135954999579
40,6,7,64,128,44,3492.0,59.09314681077663,3,0.5773502691896258
40,6,8,128,256,3,469.0,21.656407827707714,2,0.7071067811865475
40,7,1,1,2,5879,5879.0,76.67463726683029,3,0.5773502691896258
40,7,2,2,4,7198,17445.0,132.07952150125317,5,0.4472135954999579
40,7,3,4,8,7214,38034.0,195.0230755577401,7,0.3779644730092272
40,7,4,8,16,5339,56979.0,238.70274401439124,9,0.3333333333333333
40,7,5,16,32,2164,45105.0,212.37937752992875,8,0.35355339059327373
40,7,6,32,64,440,18101.0,134.5399568901373,5,0.4472135954999579
40,7,7,64,128,44,3492.0,59.09314681077663,3,0.5773502691896258
40,7,8,128,256,3,469.0,21.656407827707714,2,0.7071067811865475
40,8,1,1,2,5879,5879.0,76.67463726683029,3,0.5773502691896258
40,8,2,2,4,7198,17445.0,132.07952150125317,5,0.4472135954999579
40,8,3,4,8,7214,38034.0,195.0230755577401,7,0.3779644730092272
40,8,4,8,16,5339,56979.0,238.70274401439124,9,0.3333333333333333
40,8,5,16,32,2164,45105.0,212.37937752992875,8,0.35355339059327373
40,8,6,32,64,440,18101.0,134.5399568901373,5,0.4472135954999579
40,8,7,64,128,44,3492.0,59.09314681077663,3,0.5773502691896258
40,8,8,128,256,3,469.0,21.656407827707714,2,0.7071067811865475
40,9,1,1,2,5879,5879.0,76.67463726683029,3,0.5773502691896258
40,9,2,2,4,7198,17445.0,132.07952150125317,5,0.4472135954999579
40,9,3,4,8,7214,38034.0,195.0230755577401,7,0.3779644730092272
40,9,4,8,16,5339,56979.0,238.70274401439124,9,0.3333333333333333
40,9,5,16,32,2164,45105.0,212.37937752992875,8,0.35355339059327373
40,9,6,32,64,440,18101.0,134.5399568901373,5,0.4472135954999579
40,9,7,64,128,44,3492.0,59.09314681077663,3,0.5773502691896258
40,9,8,128,256,3,469.0,21.656407827707714,2,0.7071067811865475
40,10,1,1,2,5879,5879.0,76.67463726683029,3,0.5773502691896258
40,10,2,2,4,7198,17445.0,132.07952150125317,5,0.4472135954999579
40,10,3,4,8,7214,38034.0,195.0230755577401,7,0.3779644730092272
40,10,4,8,16,5339,56979.0,238.70274401439124,9,0.3333333333333333
40,10,5,16,32,2164,45105.0,212.37937752992875,8,0.35355339059327373
40,10,6,32,64,440,18101.0,134.5399568901373,5,0.4472135954999579
40,10,7,64,128,44,3492.0,59.09314681077663,3,0.5773502691896258
40,10,8,128,256,3,469.0,21.656407827707714,2,0.7071067811865475
